email,status,date,items
user343@example.com,PAID,2024-08-12T19:00,PROD-295:2|PROD-187:3|PROD-846:1|PROD-108:2
user276@example.com,PAID,2024-05-09T13:00,PROD-674:2|PROD-601:3|PROD-87:3|PROD-485:3
user237@example.com,PAID,2024-04-04T18:00,PROD-401:1|PROD-691:1
user135@example.com,PAID,2023-01-02T14:00,PROD-97:3
user356@example.com,PAID,2023-12-16T20:00,PROD-482:1|PROD-871:1
user442@example.com,CANCELLED,2024-03-03T14:00,PROD-236:1|PROD-17:3
user259@example.com,PAID,2024-05-29T12:00,PROD-547:2|PROD-931:3
user62@example.com,CANCELLED,2023-03-17T20:00,PROD-991:2|PROD-355:3|PROD-207:3
user325@example.com,PAID,2023-09-30T19:00,PROD-27:3|PROD-39:3|PROD-107:3
user277@example.com,CANCELLED,2023-12-30T21:00,PROD-577:1|PROD-824:3|PROD-453:2
user463@example.com,NEW,2024-12-04T15:00,PROD-944:1|PROD-944:1|PROD-51:2|PROD-465:2
user127@example.com,PAID,2024-11-25T16:00,PROD-936:2
user201@example.com,CANCELLED,2024-03-23T18:00,PROD-496:1|PROD-816:3|PROD-2:2|PROD-53:1
user329@example.com,PAID,2023-03-07T20:00,PROD-555:1
user66@example.com,PAID,2024-12-09T20:00,PROD-21:3
user256@example.com,PAID,2023-02-08T21:00,PROD-133:1|PROD-802:2|PROD-514:1|PROD-887:3
user428@example.com,PAID,2024-05-20T21:00,PROD-486:1|PROD-314:3|PROD-53:2
user368@example.com,CANCELLED,2024-06-04T13:00,PROD-415:2
user247@example.com,CANCELLED,2023-04-01T15:00,PROD-694:3|PROD-528:2|PROD-529:2|PROD-689:1
user365@example.com,PAID,2024-01-12T15:00,PROD-585:2
user282@example.com,PAID,2023-12-11T21:00,PROD-628:2
user298@example.com,PAID,2024-03-05T18:00,PROD-962:3|PROD-91:3|PROD-382:2
user300@example.com,NEW,2023-05-18T16:00,PROD-371:3|PROD-433:2|PROD-72:2|PROD-157:1
user260@example.com,CANCELLED,2024-01-16T20:00,PROD-29:3|PROD-368:1|PROD-161:2|PROD-228:2
user287@example.com,PAID,2023-04-26T21:00,PROD-559:3
user12@example.com,NEW,2023-10-16T21:00,PROD-83:2|PROD-698:1
user449@example.com,NEW,2024-09-12T20:00,PROD-182:2|PROD-31:1
user4@example.com,PAID,2023-08-26T19:00,PROD-358:2|PROD-597:2|PROD-427:3|PROD-887:1
user194@example.com,CANCELLED,2024-06-01T12:00,PROD-790:2|PROD-929:3|PROD-86:2
user204@example.com,PAID,2023-04-13T11:00,PROD-77:1|PROD-268:3
user330@example.com,PAID,2024-02-09T10:00,PROD-510:2|PROD-194:3|PROD-93:2
user26@example.com,CANCELLED,2023-06-11T14:00,PROD-717:1
user20@example.com,CANCELLED,2023-01-30T18:00,PROD-492:1|PROD-541:2|PROD-591:2|PROD-356:2
user146@example.com,PAID,2023-07-09T17:00,PROD-595:2|PROD-541:3|PROD-549:1|PROD-775:3
user69@example.com,CANCELLED,2024-07-01T18:00,PROD-628:3|PROD-742:3|PROD-72:2|PROD-25:2
user409@example.com,NEW,2023-12-14T21:00,PROD-76:3|PROD-83:3|PROD-228:3|PROD-111:2
user15@example.com,PAID,2024-11-06T15:00,PROD-965:1|PROD-137:2|PROD-775:2
user195@example.com,PAID,2023-02-22T12:00,PROD-869:3|PROD-135:3
user104@example.com,PAID,2024-05-25T11:00,PROD-15:3|PROD-52:3
user437@example.com,CANCELLED,2023-10-14T15:00,PROD-178:2
user170@example.com,PAID,2023-01-23T17:00,PROD-350:2
user342@example.com,CANCELLED,2024-03-09T18:00,PROD-894:3
user481@example.com,CANCELLED,2023-07-18T10:00,PROD-32:3|PROD-353:2|PROD-610:2|PROD-668:2
user70@example.com,PAID,2024-01-05T11:00,PROD-867:2|PROD-159:1|PROD-376:2
user321@example.com,CANCELLED,2024-02-27T18:00,PROD-50:3|PROD-948:2|PROD-648:2|PROD-76:2
user458@example.com,PAID,2023-04-21T14:00,PROD-740:2
user210@example.com,PAID,2023-09-11T17:00,PROD-798:2|PROD-970:1|PROD-301:1|PROD-685:1
user399@example.com,PAID,2023-06-21T14:00,PROD-986:1|PROD-143:1
user448@example.com,CANCELLED,2023-10-10T18:00,PROD-302:1|PROD-833:1
user111@example.com,PAID,2024-02-13T12:00,PROD-857:3
user148@example.com,NEW,2024-06-09T13:00,PROD-85:2|PROD-861:1|PROD-902:2|PROD-643:2
user210@example.com,PAID,2023-10-22T11:00,PROD-938:2|PROD-155:1|PROD-853:3|PROD-831:3
user152@example.com,PAID,2024-08-15T14:00,PROD-694:2|PROD-198:3
user56@example.com,NEW,2023-05-09T12:00,PROD-44:1|PROD-662:1|PROD-756:3
user296@example.com,PAID,2023-12-02T20:00,PROD-308:2|PROD-14:1
user412@example.com,PAID,2023-02-21T12:00,PROD-608:2
user471@example.com,PAID,2023-05-26T19:00,PROD-664:3
user441@example.com,CANCELLED,2024-09-23T16:00,PROD-532:3|PROD-73:3|PROD-361:3|PROD-6:2
user275@example.com,PAID,2023-08-11T15:00,PROD-672:3|PROD-735:2
user455@example.com,PAID,2024-01-14T17:00,PROD-223:1|PROD-208:3
user450@example.com,PAID,2024-05-16T18:00,PROD-56:1|PROD-956:1|PROD-266:2
user420@example.com,CANCELLED,2023-08-02T20:00,PROD-231:2|PROD-58:1|PROD-183:3|PROD-717:2
user303@example.com,CANCELLED,2023-08-05T14:00,PROD-855:3|PROD-629:2|PROD-215:3|PROD-831:2
user397@example.com,PAID,2024-12-19T15:00,PROD-208:2
user425@example.com,PAID,2024-07-09T13:00,PROD-669:2|PROD-320:2|PROD-381:3|PROD-539:1
user471@example.com,PAID,2023-11-27T16:00,PROD-891:3|PROD-492:3
user450@example.com,NEW,2024-12-01T21:00,PROD-986:2|PROD-489:3|PROD-864:3
user61@example.com,PAID,2023-01-16T18:00,PROD-365:1
user210@example.com,PAID,2024-12-19T18:00,PROD-919:2|PROD-676:2|PROD-421:1|PROD-308:1
user71@example.com,PAID,2024-04-13T14:00,PROD-310:2|PROD-393:1|PROD-506:3
user499@example.com,PAID,2023-10-07T12:00,PROD-771:1
user20@example.com,PAID,2024-08-26T18:00,PROD-775:3|PROD-560:3
user310@example.com,CANCELLED,2023-02-19T21:00,PROD-300:3
user413@example.com,PAID,2023-07-10T10:00,PROD-959:3
user329@example.com,PAID,2023-05-16T15:00,PROD-625:3|PROD-764:2|PROD-195:3|PROD-627:2
user350@example.com,PAID,2023-04-07T14:00,PROD-552:3
user421@example.com,PAID,2023-06-28T19:00,PROD-175:2|PROD-406:1|PROD-126:3|PROD-305:3
user161@example.com,NEW,2023-12-23T12:00,PROD-1:1|PROD-385:1|PROD-50:2|PROD-859:1
user355@example.com,NEW,2023-04-19T15:00,PROD-471:1|PROD-61:1|PROD-585:2|PROD-221:3
user203@example.com,PAID,2023-09-18T18:00,PROD-782:2|PROD-381:2|PROD-877:1|PROD-891:3
user53@example.com,PAID,2023-02-10T21:00,PROD-429:2|PROD-494:2|PROD-257:1
user411@example.com,CANCELLED,2024-05-22T11:00,PROD-48:2|PROD-215:3|PROD-49:2|PROD-741:2
user15@example.com,CANCELLED,2023-01-29T15:00,PROD-229:1|PROD-847:2|PROD-655:1
user235@example.com,PAID,2024-07-23T12:00,PROD-981:1
user21@example.com,PAID,2024-10-02T18:00,PROD-664:2|PROD-784:1
user349@example.com,PAID,2023-02-10T21:00,PROD-169:2|PROD-117:2|PROD-733:1|PROD-44:1
user46@example.com,NEW,2023-03-08T19:00,PROD-605:3|PROD-275:1|PROD-962:1|PROD-419:1
user332@example.com,PAID,2023-02-01T17:00,PROD-113:1|PROD-18:2|PROD-642:2
user167@example.com,PAID,2023-11-09T14:00,PROD-185:1|PROD-325:3
user126@example.com,PAID,2023-01-07T17:00,PROD-241:3|PROD-314:3
user17@example.com,NEW,2023-05-03T15:00,PROD-377:3
user131@example.com,PAID,2023-01-13T18:00,PROD-24:1|PROD-686:3|PROD-204:2
user301@example.com,PAID,2024-08-28T15:00,PROD-970:3|PROD-681:1
user31@example.com,PAID,2024-07-02T12:00,PROD-778:2|PROD-353:1
user144@example.com,PAID,2023-07-03T11:00,PROD-51:1|PROD-622:2
user475@example.com,NEW,2024-05-11T16:00,PROD-192:3|PROD-506:3|PROD-414:1|PROD-451:3
user355@example.com,PAID,2024-12-04T10:00,PROD-2:2|PROD-592:3
user144@example.com,PAID,2024-05-12T19:00,PROD-920:3
user82@example.com,PAID,2023-09-30T15:00,PROD-719:2|PROD-175:2|PROD-839:3|PROD-508:1
user246@example.com,NEW,2023-02-03T12:00,PROD-488:3|PROD-91:1
user221@example.com,PAID,2023-08-21T18:00,PROD-745:3|PROD-130:3
user357@example.com,PAID,2023-07-13T10:00,PROD-185:2|PROD-141:3|PROD-518:2
user386@example.com,NEW,2023-09-14T12:00,PROD-50:1
user96@example.com,PAID,2024-11-28T16:00,PROD-991:1|PROD-629:1|PROD-706:1
user74@example.com,PAID,2023-05-22T19:00,PROD-970:1|PROD-620:2
user389@example.com,PAID,2024-01-01T13:00,PROD-958:1
user343@example.com,CANCELLED,2023-02-19T10:00,PROD-463:3|PROD-675:3|PROD-14:3
user231@example.com,NEW,2023-10-05T15:00,PROD-732:1|PROD-113:3|PROD-759:1
user62@example.com,PAID,2023-10-30T10:00,PROD-978:3|PROD-589:2|PROD-751:1
user117@example.com,PAID,2023-08-04T21:00,PROD-802:1|PROD-999:2
user213@example.com,PAID,2024-07-24T19:00,PROD-638:1
user197@example.com,PAID,2023-02-16T15:00,PROD-791:1|PROD-401:1|PROD-636:3|PROD-156:3
user279@example.com,CANCELLED,2023-06-14T19:00,PROD-121:1
user210@example.com,PAID,2024-11-23T20:00,PROD-468:3|PROD-507:2
user257@example.com,PAID,2024-05-29T10:00,PROD-946:2
user268@example.com,CANCELLED,2024-02-05T21:00,PROD-934:2|PROD-438:3|PROD-612:3|PROD-978:3
user152@example.com,PAID,2023-03-18T18:00,PROD-930:3|PROD-480:1
